net,length_um
i_mem_slice_stage.pre_data\[6\],20.54
rf_wr_data_o[23],20.49
_1312_,20.36
_1788_,20.36
_1913_,20.35
dmem_wdata_o[24],20.31
net2,20.28
net173,20.28
_1196_,20.26
_1070_,20.21
i_mem_slice_stage.mem_state_o\[80\],20.2
_0948_,20.12
i_decode_stage.reg_meta_o\[29\],20.08
_1671_,20.06
_2028_,20.055
_0472_,19.98
_1902_,19.94
_0797_,19.89
_0482_,19.86
_0931_,19.86
i_exec_stage.exec_state_o\[7\],19.86
_1566_,19.84
net6,19.82
_1676_,19.8
i_decode_stage.reg_meta_o\[50\],19.8
_1295_,19.78
_1141_,19.76
_1868_,19.76
_1414_,19.74
_1723_,19.74
_0313_,19.68
_0951_,19.62
_0570_,19.6
i_decode_stage.fetch_state_i\[47\],19.56
rf_rs1_i[31],19.53
_0933_,19.52
_1292_,19.52
i_mem_slice_stage.pre_data\[19\],19.52
_0592_,19.5
_0367_,19.4
_1882_,19.36
_0899_,19.325
_2022_,19.32
i_exec_stage.data_fwd_o\[8\],19.32
net337,19.31
net312,19.31
_1804_,19.21
i_decode_stage.decode_state_o\[4\],19.16
_0886_,19.14
i_decode_stage.reg_meta_o\[74\],19.14
_0625_,19.12
_1412_,19.12
_0688_,19.08
dmem_wdata_o[28],19.07
_0598_,19.06
i_mem_slice_stage.pre_data\[5\],19.06
dmem_rdata_i[14],19.03
i_mem_slice_stage.mem_state_o\[2\],18.98
imem_addr_o[20],18.97
_1442_,18.96
_0506_,18.94
dmem_wdata_o[18],18.93
i_decode_stage.decode_state_o\[5\],18.92
_1264_,18.88
dmem_wdata_o[19],18.83
_0879_,18.82
_1079_,18.7
_1188_,18.7
_1390_,18.68
_0998_,18.66
_2142_,18.64
_1051_,18.62
_0372_,18.58
net396,18.56
net115,18.54
i_decode_stage.fetch_state_i\[31\],18.52
i_decode_stage.reg_meta_o\[15\],18.5
_0362_,18.48
_1111_,18.48
_1620_,18.48
_1665_,18.48
_1662_,18.46
_1626_,18.44
_1897_,18.38
_2147_,18.37
_1550_,18.36
i_decode_stage.fetch_state_i\[5\],18.36
dmem_rdata_i[22],18.35
rf_wr_data_o[22],18.35
_1023_,18.26
i_exec_stage.data_fwd_o\[25\],18.26
_0708_,18.24
_2145_,18.24
net4,18.195
dmem_wdata_o[20],18.17
_0839_,18.14
_1328_,18.1
i_mem_slice_stage.pre_data\[12\],18.1
_2030_,18.08
net22,18.06
dmem_rdata_i[11],18.05
_0408_,18
_0869_,17.98
_0310_,17.94
_0870_,17.94
i_exec_stage.data_fwd_o\[24\],17.94
_1448_,17.92
_0819_,17.815
i_decode_stage.fetch_state_i\[51\],17.76
i_exec_stage.exec_state_o\[53\],17.76
_1359_,17.725
net72,17.68
dmem_rdata_i[7],17.67
rf_rs1_i[26],17.67
rf_rs1_i[3],17.67
_1656_,17.66
_1903_,17.66
_1090_,17.64
_1574_,17.64
i_decode_stage.fetch_state_i\[60\],17.64
_1301_,17.58
dmem_addr_o[23],17.57
dmem_addr_o[15],17.55
rf_rs2_i[9],17.53
_1013_,17.52
i_decode_stage.fetch_state_i\[30\],17.5
_0361_,17.46
dmem_addr_o[19],17.43
_0335_,17.32
_0538_,17.3
i_exec_stage.data_fwd_o\[39\],17.24
_0632_,17.22
_0658_,17.22
_0928_,17.22
dmem_wdata_o[7],17.21
dmem_rdata_i[10],17.19
_1884_,17.18
i_exec_stage.data_fwd_o\[17\],17.18
_0487_,17.14
_1488_,17.14
net300,17.09
_0573_,17.06
i_mem_slice_stage.mem_state_o\[86\],17.06
_0621_,17.02
_1794_,17.02
_1939_,17.02
i_decode_stage.decode_state_o\[67\],17.02
i_exec_stage.exec_state_o\[0\],17.02
net413,17.02
i_decode_stage.reg_meta_o\[24\],16.98
_1429_,16.9
net27,16.88
dmem_wdata_o[29],16.87
_1875_,16.86
i_decode_stage.reg_meta_o\[70\],16.86
dmem_rdata_i[8],16.85
_1217_,16.82
dmem_be_o[1],16.81
i_decode_stage.fetch_state_i\[34\],16.8
_1615_,16.78
dmem_rdata_i[12],16.77
dmem_wdata_o[14],16.75
_2134_,16.72
_0841_,16.68
dmem_addr_o[21],16.67
_1021_,16.64
_1463_,16.64
_2153_,16.6
_1173_,16.585
dmem_addr_o[18],16.57
dmem_rdata_i[13],16.55
rf_rs2_i[0],16.55
i_decode_stage.fetch_state_i\[55\],16.52
_1212_,16.5
_1645_,16.5
_1587_,16.48
_0364_,16.46
_1080_,16.46
_1234_,16.46
_1261_,16.44
_1781_,16.415
_1347_,16.4
net113,16.4
_1663_,16.38
i_decode_stage.fetch_state_i\[42\],16.38
net106,16.36
_1182_,16.3
net92,16.3
i_decode_stage.decode_state_o\[69\],16.29
i_decode_stage.decode_state_o\[13\],16.28
_2021_,16.26
_1852_,16.24
i_exec_stage.data_fwd_o\[21\],16.24
i_mem_slice_stage.mem_state_o\[29\],16.24
dmem_wdata_o[23],16.23
i_decode_stage.fetch_state_i\[43\],16.18
_0308_,16.16
i_mem_slice_stage.pre_data\[24\],16.16
i_decode_stage.reg_meta_o\[58\],16.12
rf_rs2_i[19],16.09
_0502_,16.06
_0963_,16.06
_1863_,16.06
i_decode_stage.reg_meta_o\[30\],16.06
i_exec_stage.exec_state_o\[62\],16.06
_1267_,16.035
dmem_rdata_i[6],15.97
_0818_,15.94
_0936_,15.94
_1120_,15.94
_1097_,15.92
i_exec_stage.data_fwd_o\[18\],15.92
_1638_,15.9
net104,15.9
_1934_,15.88
_2199_,15.86
dmem_rdata_i[16],15.85
_2137_,15.82
_0587_,15.78
_1445_,15.78
_1446_,15.76
i_mem_slice_stage.mem_state_o\[3\],15.76
_1181_,15.72
_1486_,15.72
_0642_,15.68
_0791_,15.68
_0896_,15.68
i_decode_stage.reg_meta_o\[34\],15.65
rf_rs1_i[8],15.63
_1892_,15.62
_2031_,15.62
_2099_,15.605
_1743_,15.52
i_decode_stage.fetch_state_i\[61\],15.52
i_exec_stage.data_fwd_o\[7\],15.52
_0669_,15.5
_1305_,15.5
dmem_rdata_i[9],15.49
_1332_,15.48
_0771_,15.44
_1138_,15.44
rf_rs2_i[7],15.39
dmem_be_o[2],15.37
i_decode_stage.fetch_state_i\[62\],15.36
i_decode_stage.reg_meta_o\[66\],15.36
dmem_addr_o[20],15.35
_0438_,15.34
_1064_,15.34
dmem_addr_o[16],15.31
_0597_,15.3
_2130_,15.3
rf_rs2_i[2],15.29
_0678_,15.28
_1900_,15.26
dmem_wdata_o[8],15.25
_1094_,15.24
i_mem_slice_stage.mem_state_o\[4\],15.24
_1530_,15.23
_0835_,15.22
_1691_,15.22
net78,15.22
_1862_,15.14
rf_rs1_i[25],15.05
net415,15.04
i_decode_stage.reg_meta_o\[71\],15
i_decode_stage.fetch_state_i\[15\],14.98
_1661_,14.94
net93,14.92
net181,14.92
_0398_,14.9
i_decode_stage.fetch_state_i\[13\],14.88
net29,14.88
_1382_,14.84
i_decode_stage.fetch_state_i\[1\],14.74
rf_rs1_i[23],14.71
rf_rs2_i[15],14.71
i_decode_stage.fetch_state_i\[57\],14.7
_1152_,14.675
_1413_,14.67
_0868_,14.66
i_exec_stage.data_fwd_o\[23\],14.64
i_mem_slice_stage.mem_state_o\[37\],14.64
_0309_,14.6
_1460_,14.6
rf_rs1_i[21],14.59
rf_rs2_i[17],14.59
rf_rs2_i[25],14.59
_1733_,14.58
net385,14.58
dmem_rdata_i[17],14.57
_1351_,14.56
_0942_,14.52
_1632_,14.5
i_decode_stage.fetch_state_i\[53\],14.48
dmem_rdata_i[4],14.47
_0851_,14.46
_1370_,14.44
_1072_,14.42
_1373_,14.42
_2151_,14.42
_1827_,14.4
_0725_,14.38
rf_rs1_i[30],14.37
net80,14.36
_0780_,14.34
_1337_,14.34
i_decode_stage.fetch_state_i\[39\],14.34
i_exec_stage.data_fwd_o\[22\],14.34
_1816_,14.3
i_decode_stage.decode_state_o\[17\],14.26
_0885_,14.25
rf_rs1_i[7],14.25
_1168_,14.22
i_decode_stage.decode_state_o\[39\],14.22
rf_wr_data_o[20],14.19
dmem_rdata_i[19],14.15
rf_wr_data_o[25],14.15
i_decode_stage.fetch_state_i\[41\],14.14
i_fwd_unit.mem_stage_i\[0\],14.14
net174,14.14
dmem_rdata_i[18],14.13
rf_wr_data_o[18],14.13
_0814_,14.1
i_exec_stage.data_fwd_o\[15\],14.1
i_exec_stage.data_fwd_o\[20\],14.1
i_decode_stage.reg_meta_o\[73\],14.08
_0591_,14.06
_0980_,14.06
_1239_,14.06
dmem_rdata_i[2],14.05
_2087_,14.045
_1010_,14.02
_1026_,14.02
dmem_addr_o[25],13.99
dmem_wdata_o[13],13.99
net197,13.98
_1308_,13.965
i_mem_slice_stage.mem_state_o\[84\],13.96
dmem_addr_o[11],13.95
_1076_,13.94
_1598_,13.94
i_exec_stage.data_fwd_o\[5\],13.94
_1866_,13.92
_1946_,13.92
dmem_addr_o[9],13.91
i_fwd_unit.mem_stage_i\[39\],13.9
_0863_,13.86
i_mem_slice_stage.mem_state_o\[87\],13.86
_1014_,13.84
_1029_,13.84
_0315_,13.82
dmem_wdata_o[31],13.81
rf_rs2_i[8],13.81
_0882_,13.78
i_decode_stage.fetch_state_i\[11\],13.78
i_decode_stage.fetch_state_i\[18\],13.78
_0697_,13.72
_1187_,13.72
_1270_,13.72
_2325_,13.72
i_exec_stage.data_fwd_o\[32\],13.72
clknet_leaf_12_clk_i,13.72
i_decode_stage.decode_state_o\[12\],13.7
dmem_we_o,13.69
_2306_,13.66
net99,13.66
_2334_,13.64
net56,13.62
dmem_wdata_o[26],13.59
_1058_,13.58
_0360_,13.56
i_decode_stage.decode_state_o\[11\],13.56
_1377_,13.54
_1681_,13.54
i_decode_stage.fetch_state_i\[16\],13.54
_1443_,13.5
_1669_,13.5
_2040_,13.5
_2061_,13.5
_2090_,13.5
i_exec_stage.data_fwd_o\[30\],13.5
i_decode_stage.reg_meta_o\[33\],13.48
dmem_wdata_o[4],13.47
_0365_,13.46
rf_rs1_i[10],13.45
rf_rs2_i[14],13.45
_2105_,13.44
i_decode_stage.fetch_state_i\[22\],13.44
_1715_,13.42
_1464_,13.4
_0441_,13.36
rf_rs2_i[11],13.35
i_decode_stage.fetch_state_i\[36\],13.34
rf_rs1_i[4],13.33
_1572_,13.3
i_decode_stage.decode_state_o\[27\],13.28
_0765_,13.26
_1718_,13.26
_2075_,13.24
dmem_rdata_i[15],13.23
_1421_,13.22
_1864_,13.2
_2051_,13.18
_1907_,13.16
_0684_,13.14
dmem_rdata_i[1],13.11
dmem_rdata_i[21],13.11
_1764_,13.1
dmem_rdata_i[0],13.09
_0486_,13.08
_2078_,13.06
i_decode_stage.fetch_state_i\[25\],13.04
i_decode_stage.fetch_state_i\[63\],13.04
_0833_,13.025
dmem_addr_o[24],13.01
dmem_addr_o[29],13.01
dmem_be_o[0],12.99
dmem_wdata_o[2],12.99
_1317_,12.98
_1874_,12.98
_1867_,12.96
i_exec_stage.exec_state_o\[50\],12.94
_1227_,12.92
i_decode_stage.fetch_state_i\[35\],12.92
_1819_,12.885
_0756_,12.88
_2129_,12.8
rf_rs1_i[22],12.77
_1103_,12.74
_1143_,12.74
_1895_,12.72
i_decode_stage.reg_meta_o\[23\],12.72
_1401_,12.7
_1634_,12.7
i_decode_stage.fetch_state_i\[27\],12.7
_1042_,12.68
_1679_,12.68
_2085_,12.66
rf_rs1_i[28],12.65
_2136_,12.64
rf_wr_data_o[16],12.63
_1586_,12.62
_0850_,12.6
dmem_wdata_o[25],12.59
_0934_,12.56
_0788_,12.54
_0996_,12.54
dmem_wdata_o[30],12.53
rf_rs1_i[9],12.53
_1881_,12.5
_2148_,12.5
_0583_,12.48
dmem_rdata_i[20],12.47
_1830_,12.455
dmem_wdata_o[3],12.43
rf_rs1_i[11],12.43
rf_rs1_i[27],12.43
_1190_,12.42
rf_rs1_i[0],12.41
_1278_,12.38
_0821_,12.36
_0635_,12.34
_2067_,12.34
_0772_,12.33
_0105_,12.32
_0463_,12.3
_1568_,12.28
_2107_,12.255
_2006_,12.24
i_decode_stage.reg_meta_o\[32\],12.24
rst_ni,12.24
_1039_,12.22
_1185_,12.22
_1853_,12.22
i_exec_stage.data_fwd_o\[19\],12.2
dmem_wdata_o[17],12.19
rf_rs2_i[20],12.19
_0380_,12.18
rf_rs1_i[15],12.17
_0742_,12.16
dmem_addr_o[28],12.15
_0871_,12.14
_1602_,12.14
_1987_,12.12
dmem_wdata_o[0],12.11
rf_rs1_i[13],12.09
rf_rs1_i[17],12.09
_0610_,12.06
_1358_,12.04
_1905_,12.04
_2224_,12.04
rf_rs1_i[24],11.97
rf_rs2_i[16],11.97
_0988_,11.96
_1693_,11.92
_2020_,11.92
dmem_rdata_i[5],11.89
_2332_,11.88
i_exec_stage.data_fwd_o\[26\],11.88
_0314_,11.86
_1162_,11.86
net172,11.86
dmem_rdata_i[3],11.85
_1272_,11.84
net97,11.82
_0940_,11.78
_0716_,11.76
_0939_,11.74
_1589_,11.74
i_exec_stage.data_fwd_o\[28\],11.74
i_mem_slice_stage.mem_state_o\[7\],11.74
rf_rs2_i[23],11.73
_2015_,11.72
dmem_addr_o[4],11.71
net81,11.7
i_decode_stage.fetch_state_i\[28\],11.66
rf_rs2_i[4],11.65
_0970_,11.64
_2170_,11.62
_0400_,11.61
_1206_,11.6
_1698_,11.6
_2253_,11.58
net67,11.58
_1989_,11.56
_1802_,11.545
_1527_,11.53
_0912_,11.52
i_decode_stage.decode_state_o\[62\],11.52
_0296_,11.505
_2110_,11.5
_2152_,11.5
i_decode_stage.decode_state_o\[21\],11.5
_1597_,11.47
i_decode_stage.decode_state_o\[28\],11.42
_1700_,11.38
_1148_,11.37
_0477_,11.36
_1273_,11.36
i_decode_stage.fetch_state_i\[45\],11.36
_1331_,11.34
i_decode_stage.reg_meta_o\[21\],11.34
i_decode_stage.reg_meta_o\[22\],11.34
i_exec_stage.exec_state_o\[9\],11.34
_1869_,11.32
_1873_,11.32
i_decode_stage.decode_state_o\[33\],11.32
i_exec_stage.data_fwd_o\[27\],11.32
_0268_,11.305
_1871_,11.28
_1908_,11.28
_1164_,11.26
dmem_wdata_o[1],11.25
_1215_,11.24
dmem_wdata_o[6],11.23
_1831_,11.22
_0847_,11.2
_1525_,11.19
dmem_addr_o[27],11.19
dmem_wdata_o[10],11.19
_2262_,11.18
_0807_,11.16
_0924_,11.08
_1784_,11.08
_2035_,11.08
i_decode_stage.fetch_state_i\[12\],11.08
net5,11.08
rf_rs2_i[6],11.07
_1835_,11.06
_1894_,11.06
i_mem_slice_stage.pre_data\[9\],11.045
net12,11.04
net398,11.04
_1553_,11.035
i_decode_stage.fetch_state_i\[21\],11.02
_1169_,10.98
net299,10.97
_0822_,10.96
_1876_,10.96
_0432_,10.92
_1747_,10.92
i_decode_stage.fetch_state_i\[56\],10.92
i_exec_stage.exec_state_o\[52\],10.92
_0280_,10.905
_0522_,10.9
_1093_,10.9
_1266_,10.9
_0501_,10.88
_0946_,10.86
_0944_,10.82
_1833_,10.82
_0905_,10.8
_0260_,10.78
_0327_,10.78
i_decode_stage.reg_meta_o\[64\],10.78
i_decode_stage.reg_meta_o\[69\],10.78
net89,10.78
_0396_,10.76
_0514_,10.76
dmem_addr_o[26],10.75
rf_rs1_i[19],10.75
rf_rs2_i[3],10.75
_1059_,10.74
_1386_,10.74
rf_rs1_i[20],10.73
_1719_,10.725
_1118_,10.72
_1581_,10.72
_1847_,10.72
rf_rs2_i[5],10.71
_0777_,10.7
_1226_,10.7
_1485_,10.7
_1806_,10.7
i_decode_stage.decode_state_o\[37\],10.7
i_mem_slice_stage.pre_data\[17\],10.665
_1271_,10.66
_1826_,10.66
_2000_,10.66
i_exec_stage.exec_state_o\[42\],10.62
_0714_,10.6
_1044_,10.6
i_decode_stage.decode_state_o\[63\],10.6
i_decode_stage.fetch_state_i\[37\],10.6
_1276_,10.56
_1219_,10.54
_1366_,10.54
_2113_,10.54
i_decode_stage.fetch_state_i\[0\],10.52
i_decode_stage.fetch_state_i\[38\],10.52
i_mem_slice_stage.mem_state_o\[85\],10.52
_0368_,10.5
_1089_,10.5
_0084_,10.48
i_mem_slice_stage.mem_state_o\[82\],10.46
_1512_,10.44
_1811_,10.425
_0588_,10.4
_0962_,10.4
_1207_,10.4
_1355_,10.385
_1699_,10.34
_2247_,10.34
_0616_,10.32
_0643_,10.32
_0086_,10.3
_0579_,10.28
_1286_,10.28
i_exec_stage.exec_state_o\[47\],10.28
_1660_,10.26
_1912_,10.26
_2122_,10.26
rf_rs1_i[5],10.25
rf_wr_data_o[19],10.25
_1263_,10.24
net163,10.22
_0518_,10.2
_0648_,10.2
_1399_,10.2
_1642_,10.2
_1670_,10.2
net176,10.2
i_decode_stage.fetch_state_i\[48\],10.18
rf_rs2_i[1],10.17
_2081_,10.16
net120,10.16
_1034_,10.14
_1776_,10.14
i_decode_stage.fetch_state_i\[23\],10.14
i_exec_stage.data_fwd_o\[29\],10.14
_1053_,10.12
rf_rs2_i[27],10.11
_0222_,10.08
_1538_,10.08
dmem_rdata_i[25],10.05
_1477_,10.04
_1841_,10.04
i_exec_stage.data_fwd_o\[31\],10.04
_1674_,10.02
i_exec_stage.exec_state_o\[35\],10
i_mem_slice_stage.mem_state_o\[88\],10
rf_rs1_i[2],9.99
_0700_,9.98
_2197_,9.98
_0586_,9.96
_1890_,9.96
i_decode_stage.reg_meta_o\[25\],9.96
i_decode_stage.reg_meta_o\[26\],9.96
_0887_,9.94
_1510_,9.94
_1843_,9.94
i_mem_slice_stage.mem_state_o\[89\],9.94
_1842_,9.92
_1147_,9.9
_1608_,9.9
_1739_,9.88
_1755_,9.88
_1823_,9.88
dmem_addr_o[22],9.87
_0483_,9.86
_1532_,9.86
i_decode_stage.reg_meta_o\[75\],9.86
dmem_be_o[3],9.83
_0878_,9.82
_1858_,9.82
i_decode_stage.reg_meta_o\[72\],9.82
_0930_,9.8
_0995_,9.8
_0093_,9.78
_2245_,9.78
_1565_,9.72
rf_rs2_i[21],9.71
_1191_,9.7
_2335_,9.7
i_decode_stage.fetch_state_i\[49\],9.7
_0950_,9.67
_2140_,9.65
net384,9.64
_0429_,9.56
_1673_,9.56
i_mem_slice_stage.pre_data\[28\],9.56
_1036_,9.52
i_exec_stage.exec_state_o\[36\],9.52
net107,9.52
i_decode_stage.reg_meta_o\[28\],9.5
_0485_,9.48
_1680_,9.48
i_decode_stage.decode_state_o\[36\],9.48
net32,9.48
_1758_,9.46
_0893_,9.44
_1031_,9.44
net393,9.44
_1721_,9.42
_2312_,9.42
dmem_rdata_i[28],9.41
_2310_,9.4
rf_rs1_i[14],9.39
_0366_,9.38
_1793_,9.37
_0230_,9.36
_0763_,9.36
i_exec_stage.data_fwd_o\[10\],9.36
rf_rs1_i[1],9.33
_1387_,9.32
i_exec_stage.exec_state_o\[17\],9.32
rf_rs2_i[30],9.31
_1803_,9.295
_2261_,9.28
i_decode_stage.decode_state_o\[14\],9.28
_0806_,9.265
_1860_,9.26
_0174_,9.22
net336,9.19
_1236_,9.18
i_mem_slice_stage.mem_state_o\[31\],9.18
_0193_,9.16
_1324_,9.16
i_decode_stage.reg_meta_o\[53\],9.16
net382,9.16
_1606_,9.12
_1289_,9.1
dmem_rdata_i[23],9.09
rf_rs2_i[26],9.09
rf_wr_data_o[14],9.09
_0247_,9.08
_0340_,9.08
_1880_,9.08
_0153_,9.06
_1714_,9.06
_1738_,9.06
_1947_,9.06
_0623_,9.04
_1496_,9.04
_1595_,9.04
rf_wr_data_o[24],9.03
_0471_,9.02
_0824_,9.02
_0903_,9.02
i_exec_stage.exec_state_o\[70\],9.02
net377,9.02
_2115_,9
_1612_,8.98
_1614_,8.98
_0670_,8.96
_2338_,8.96
_0057_,8.94
_1180_,8.94
i_exec_stage.data_fwd_o\[0\],8.94
_1078_,8.92
_0348_,8.9
_1771_,8.9
i_decode_stage.decode_state_o\[22\],8.9
_0909_,8.86
_1466_,8.86
_2149_,8.86
dmem_addr_o[31],8.85
dmem_addr_o[3],8.85
net353,8.825
_1779_,8.82
_0657_,8.8
_1006_,8.8
_1783_,8.8
i_decode_stage.decode_state_o\[32\],8.8
_1100_,8.78
i_decode_stage.fetch_state_i\[20\],8.78
_1898_,8.76
rf_rs1_i[16],8.75
_1832_,8.74
dmem_rdata_i[24],8.73
_0225_,8.72
i_decode_stage.fetch_state_i\[3\],8.72
dmem_rdata_i[31],8.71
dmem_rdata_i[30],8.69
_0202_,8.68
net400,8.68
_2337_,8.66
_1825_,8.655
_1731_,8.63
_0206_,8.62
_0095_,8.6
_0715_,8.6
_2182_,8.58
_0673_,8.56
_2018_,8.56
i_decode_stage.decode_state_o\[34\],8.56
i_decode_stage.reg_meta_o\[62\],8.56
_0356_,8.52
_1202_,8.52
_2259_,8.52
i_decode_stage.decode_state_o\[15\],8.52
dmem_addr_o[5],8.51
_1457_,8.495
_2001_,8.48
_1186_,8.45
_1551_,8.44
_2321_,8.44
net233,8.44
net239,8.44
_0576_,8.42
_1805_,8.42
dmem_addr_o[8],8.41
dmem_wdata_o[15],8.41
rf_wr_data_o[31],8.41
net367,8.41
_1769_,8.4
rf_rs1_i[18],8.39
rf_rs2_i[31],8.37
_2060_,8.36
rf_rs1_i[12],8.35
_1549_,8.34
_0139_,8.32
net45,8.3
_0088_,8.26
_1623_,8.25
_0285_,8.225
_1033_,8.22
_1529_,8.22
_0557_,8.2
_1184_,8.2
_1508_,8.2
_1654_,8.2
i_mem_slice_stage.mem_state_o\[73\],8.18
_0194_,8.16
_0306_,8.16
_0513_,8.14
i_decode_stage.decode_state_o\[30\],8.14
i_decode_stage.reg_meta_o\[31\],8.14
i_mem_slice_stage.mem_state_o\[58\],8.14
_1526_,8.12
_0436_,8.1
_1482_,8.1
_1812_,8.1
_2011_,8.1
_2168_,8.1
_2217_,8.1
_2254_,8.1
i_decode_stage.fetch_state_i\[40\],8.1
net235,8.1
rf_wr_data_o[6],8.07
_1274_,8.06
_1293_,8.06
_1381_,8.06
_1878_,8.06
_1888_,8.06
_2014_,8.06
_2211_,8.06
_1085_,8.05
_1537_,8.05
dmem_wdata_o[5],8.03
_1408_,8.02
_1633_,8.02
_2002_,8.02
_2100_,8.02
_2176_,8.02
rf_rs2_i[18],8.01
rf_rs2_i[22],8.01
_2300_,8
_1821_,7.985
_1233_,7.98
_1994_,7.98
net237,7.98
_0423_,7.94
_0696_,7.94
_1818_,7.94
_1969_,7.94
i_mem_slice_stage.mem_state_o\[23\],7.9
_0163_,7.885
_0820_,7.86
_1241_,7.86
i_mem_slice_stage.mem_state_o\[42\],7.86
net374,7.86
_2185_,7.84
imem_addr_o[30],7.81
_0107_,7.8
_1643_,7.8
_1886_,7.8
_1899_,7.8
i_decode_stage.reg_meta_o\[65\],7.8
net85,7.8
dmem_addr_o[30],7.79
rf_wr_data_o[17],7.79
_1511_,7.78
_1906_,7.78
i_decode_stage.decode_state_o\[6\],7.76
net179,7.76
net34,7.74
net162,7.72
dmem_rdata_i[27],7.71
rf_wr_data_o[21],7.71
_0646_,7.7
dmem_rdata_i[26],7.69
imem_rdata_i[0],7.69
imem_rdata_i[12],7.69
imem_rdata_i[16],7.69
imem_rdata_i[20],7.69
imem_rdata_i[24],7.69
imem_rdata_i[28],7.69
imem_rdata_i[4],7.69
imem_rdata_i[8],7.69
_1522_,7.68
_1756_,7.68
_1925_,7.68
_1986_,7.68
i_mem_slice_stage.mem_state_o\[20\],7.68
net129,7.68
net362,7.68
net409,7.68
_0979_,7.66
_1008_,7.66
_2059_,7.66
_2097_,7.655
_0201_,7.64
_0392_,7.64
_0872_,7.64
_1290_,7.64
_2036_,7.64
_0550_,7.6
_1362_,7.6
_1533_,7.6
_1561_,7.6
_1583_,7.6
_2124_,7.6
net123,7.6
rf_wr_data_o[13],7.59
_1494_,7.58
rf_rs2_i[13],7.57
_0035_,7.56
_1002_,7.56
_1043_,7.56
_1407_,7.56
_1625_,7.56
_1933_,7.56
_2251_,7.56
_2315_,7.56
_0166_,7.54
_0992_,7.54
_0668_,7.52
_0750_,7.52
_1121_,7.52
_1682_,7.52
_2096_,7.52
_2111_,7.52
i_decode_stage.decode_state_o\[29\],7.52
i_decode_stage.decode_state_o\[31\],7.52
i_exec_stage.exec_state_o\[49\],7.52
i_mem_slice_stage.mem_state_o\[25\],7.52
_0267_,7.515
_1341_,7.5
dmem_addr_o[12],7.49
_1517_,7.46
_2255_,7.44
_2268_,7.44
i_decode_stage.decode_state_o\[18\],7.44
i_decode_stage.fetch_state_i\[26\],7.44
_1068_,7.42
net127,7.42
_1850_,7.4
_1570_,7.38
net338,7.35
_1462_,7.34
i_mem_slice_stage.mem_state_o\[68\],7.34
_1063_,7.32
_1252_,7.32
_1845_,7.32
_1855_,7.32
i_mem_slice_stage.mem_state_o\[55\],7.3
_0943_,7.24
_1255_,7.24
_1761_,7.22
_2220_,7.22
net406,7.22
i_mem_slice_stage.pre_data\[29\],7.2
_0080_,7.195
_0038_,7.18
_0173_,7.18
_0176_,7.18
_0375_,7.18
_1314_,7.18
_1316_,7.18
_1343_,7.18
_1760_,7.18
_2282_,7.18
net383,7.18
dmem_wdata_o[11],7.15
rf_port1_reg_o[4],7.15
_0232_,7.14
_0499_,7.14
_0639_,7.14
_0947_,7.14
_1548_,7.14
_2287_,7.14
imem_addr_o[10],7.13
imem_addr_o[14],7.13
imem_addr_o[18],7.13
imem_addr_o[22],7.13
imem_addr_o[26],7.13
imem_addr_o[2],7.13
imem_addr_o[6],7.13
dmem_addr_o[10],7.11
dmem_addr_o[2],7.11
dmem_wdata_o[9],7.11
_0224_,7.1
_1024_,7.1
_1104_,7.1
_1265_,7.1
_1955_,7.1
_1960_,7.1
_2056_,7.1
_2308_,7.1
_2319_,7.1
_1915_,7.08
_1260_,7.06
_2160_,7.06
_2193_,7.06
_2225_,7.06
i_mem_slice_stage.mem_state_o\[57\],7.06
net241,7.06
_2263_,7.04
net164,7.04
_1327_,6.98
i_decode_stage.fetch_state_i\[24\],6.98
_1865_,6.96
i_decode_stage.decode_state_o\[10\],6.96
_0546_,6.94
_0168_,6.92
_1109_,6.92
net366,6.9
_1751_,6.895
_0025_,6.88
_1318_,6.88
_1432_,6.88
_1505_,6.86
_0159_,6.84
_2114_,6.82
imem_rdata_i[27],6.79
imem_rdata_i[3],6.79
_0087_,6.76
_0111_,6.76
_0162_,6.76
_1885_,6.76
_1948_,6.76
_1957_,6.76
i_mem_slice_stage.pre_data\[27\],6.76
net354,6.76
_1582_,6.74
_2071_,6.74
_0064_,6.72
_0249_,6.72
_0321_,6.72
_0420_,6.72
_0435_,6.72
_0836_,6.72
_1005_,6.72
_1082_,6.72
_1808_,6.72
_2171_,6.72
_2286_,6.72
_2323_,6.72
i_mem_slice_stage.mem_state_o\[0\],6.72
net90,6.72
net414,6.72
dmem_addr_o[7],6.67
net302,6.67
net306,6.67
net318,6.67
net322,6.67
net326,6.67
net330,6.67
net334,6.67
net310,6.67
net314,6.67
rf_rs2_i[28],6.67
rf_wr_data_o[30],6.67
_1237_,6.66
rf_rs2_i[29],6.65
_1256_,6.64
_1786_,6.64
_1956_,6.64
_2184_,6.64
_2257_,6.64
i_decode_stage.fetch_state_i\[7\],6.64
_1062_,6.62
_0456_,6.6
_0511_,6.6
_0698_,6.6
_0973_,6.6
_1027_,6.6
_1325_,6.6
_1584_,6.6
_1601_,6.6
_1701_,6.6
_0813_,6.58
_1254_,6.58
dmem_addr_o[17],6.55
dmem_wdata_o[16],6.55
imem_rdata_i[14],6.55
imem_rdata_i[6],6.55
imem_rvalid_i,6.55
rf_rs2_i[10],6.55
_1007_,6.5
i_mem_slice_stage.mem_state_o\[45\],6.5
i_mem_slice_stage.mem_state_o\[54\],6.5
net26,6.5
