net,length_um
_0539_,21.7
_1867_,21.7
_1254_,21.68
i_mem_slice_stage.pre_data\[5\],21.68
_0758_,21.66
_1362_,21.66
i_exec_stage.exec_state_o\[0\],21.66
_0851_,21.64
_2105_,21.6
_1103_,21.58
_1358_,21.58
_2081_,21.58
net177,21.52
_0318_,21.48
i_mem_slice_stage.mem_state_o\[29\],21.48
_1508_,21.46
_1042_,21.32
_0778_,21.26
i_decode_stage.fetch_state_i\[14\],21.22
dmem_rdata_i[12],21.21
_0841_,21.2
i_decode_stage.reg_meta_o\[53\],21.18
dmem_addr_o[5],21.17
_0312_,21.14
i_decode_stage.reg_meta_o\[67\],21.14
_1025_,21.12
i_mem_slice_stage.pre_data\[9\],21.04
net4,21.015
_0310_,20.96
_1280_,20.92
_1356_,20.92
_1043_,20.9
rf_wr_data_o[24],20.89
_0364_,20.875
_1243_,20.86
_0371_,20.84
_1127_,20.74
dmem_rdata_i[7],20.73
i_decode_stage.reg_meta_o\[49\],20.73
i_decode_stage.reg_meta_o\[70\],20.6
_0799_,20.59
_0954_,20.57
_1538_,20.56
_1615_,20.5
_1932_,20.44
i_mem_slice_stage.pre_data\[20\],20.44
_1897_,20.42
_0868_,20.32
i_decode_stage.decode_state_o\[69\],20.3
i_exec_stage.data_fwd_o\[23\],20.28
_1357_,20.26
_1369_,20.24
_0710_,20.2
_2043_,20.2
i_decode_stage.fetch_state_i\[24\],20.2
_0309_,20.12
_1227_,20.12
i_mem_slice_stage.pre_data\[27\],20.12
rf_wr_data_o[23],20.09
_2133_,20.06
_1784_,19.98
i_mem_slice_stage.mem_state_o\[2\],19.98
dmem_wdata_o[1],19.95
_0368_,19.86
_1732_,19.86
i_decode_stage.reg_meta_o\[69\],19.86
_1416_,19.82
_1329_,19.74
dmem_wdata_o[27],19.71
_0833_,19.66
_1036_,19.66
_1302_,19.66
i_decode_stage.decode_state_o\[70\],19.64
_2113_,19.62
_1391_,19.58
_0396_,19.56
rf_wr_data_o[18],19.55
_0915_,19.5
net6,19.38
rf_rs1_i[5],19.37
_1458_,19.345
net336,19.31
net311,19.31
_0802_,19.28
i_exec_stage.data_fwd_o\[37\],19.22
dmem_wdata_o[17],19.13
_0171_,19.1
i_exec_stage.data_fwd_o\[30\],19.1
_2139_,19.08
i_mem_slice_stage.pre_data\[8\],19.08
_1100_,19.06
dmem_addr_o[19],19.03
i_decode_stage.decode_state_o\[62\],19.02
_0753_,19
_0861_,18.98
_1364_,18.975
imem_addr_o[20],18.97
dmem_addr_o[18],18.95
dmem_addr_o[8],18.91
_1579_,18.84
_1446_,18.82
_1626_,18.82
i_decode_stage.reg_meta_o\[75\],18.82
_0573_,18.76
i_decode_stage.fetch_state_i\[34\],18.76
i_exec_stage.data_fwd_o\[13\],18.76
net16,18.76
_1365_,18.74
dmem_rdata_i[14],18.73
net174,18.7
_0998_,18.66
dmem_rdata_i[18],18.65
_1676_,18.63
_1488_,18.56
_1871_,18.54
_1120_,18.48
_1750_,18.48
dmem_wdata_o[7],18.47
_0911_,18.46
_1489_,18.46
i_mem_slice_stage.pre_data\[18\],18.46
net1,18.34
_0914_,18.32
_1094_,18.28
_0319_,18.2
_1187_,18.2
_1261_,18.2
i_mem_slice_stage.mem_state_o\[73\],18.18
dmem_be_o[0],18.17
dmem_rdata_i[5],18.17
_1134_,18.14
_1023_,18.1
i_exec_stage.data_fwd_o\[0\],18.08
_2075_,18.06
net106,18.06
_0624_,18.02
_1330_,18.005
_1073_,17.98
_1497_,17.98
_1938_,17.98
_1382_,17.94
_1934_,17.94
_1105_,17.92
_1574_,17.92
_2030_,17.88
i_mem_slice_stage.pre_data\[29\],17.82
_0334_,17.8
_1182_,17.8
_1900_,17.7
_0813_,17.68
_1051_,17.68
rf_rs1_i[1],17.67
_1186_,17.65
i_exec_stage.data_fwd_o\[15\],17.62
_0681_,17.6
_1390_,17.6
net122,17.56
_1027_,17.48
_0399_,17.46
_0793_,17.46
i_decode_stage.fetch_state_i\[27\],17.44
_1518_,17.42
_0725_,17.4
_1130_,17.4
net128,17.34
_1017_,17.32
rf_rs2_i[15],17.31
_0795_,17.3
_0716_,17.26
_1054_,17.26
_1136_,17.24
i_decode_stage.decode_state_o\[4\],17.24
_2063_,17.22
_1511_,17.19
rf_wr_data_o[26],17.19
i_decode_stage.decode_state_o\[32\],17.18
i_exec_stage.data_fwd_o\[32\],17.18
_1827_,17.125
_0586_,17.12
dmem_wdata_o[29],17.11
_0924_,17.055
i_decode_stage.reg_meta_o\[11\],17.05
net93,17.04
_0317_,17.02
_0765_,17.02
_0931_,17.02
i_decode_stage.reg_meta_o\[65\],16.98
i_mem_slice_stage.pre_data\[25\],16.9
_1148_,16.89
i_decode_stage.reg_meta_o\[29\],16.88
_0248_,16.86
_0928_,16.86
i_mem_slice_stage.pre_data\[4\],16.86
_0583_,16.84
i_decode_stage.decode_state_o\[5\],16.82
_0587_,16.8
_0867_,16.78
net72,16.78
dmem_wdata_o[23],16.75
dmem_wdata_o[2],16.67
_1317_,16.66
_0742_,16.64
i_decode_stage.fetch_state_i\[55\],16.64
_1826_,16.6
_0816_,16.56
_1820_,16.56
i_decode_stage.reg_meta_o\[23\],16.52
net115,16.52
net2,16.5
_1312_,16.48
_1526_,16.48
net81,16.48
_1623_,16.44
_1351_,16.42
i_decode_stage.decode_state_o\[13\],16.42
_0942_,16.36
dmem_rdata_i[2],16.33
_0700_,16.32
i_decode_stage.fetch_state_i\[0\],16.32
dmem_addr_o[9],16.31
_0579_,16.22
_1874_,16.2
_0842_,16.185
dmem_addr_o[24],16.17
_1598_,16.15
_0902_,16.14
_1412_,16.14
_0971_,16.1
_1450_,16.1
_1898_,16.1
dmem_rdata_i[13],16.09
i_decode_stage.decode_state_o\[23\],16.09
_1071_,16.06
_0815_,16.02
rf_wr_data_o[21],15.99
rf_rs1_i[29],15.97
_2061_,15.94
i_decode_stage.fetch_state_i\[11\],15.92
i_exec_stage.data_fwd_o\[25\],15.92
_1068_,15.9
_0875_,15.86
_1685_,15.84
_0366_,15.835
dmem_rdata_i[15],15.83
_1145_,15.82
i_decode_stage.reg_meta_o\[8\],15.8
_0771_,15.78
_1888_,15.78
net123,15.78
_0632_,15.76
i_decode_stage.fetch_state_i\[42\],15.76
_1373_,15.74
_0397_,15.72
_1029_,15.64
_1431_,15.64
_2090_,15.56
_0896_,15.54
_1657_,15.54
_1892_,15.48
_1862_,15.46
_2031_,15.46
net175,15.46
rf_wr_data_o[22],15.41
_1098_,15.4
i_mem_slice_stage.pre_data\[6\],15.38
_1529_,15.36
_1879_,15.34
_1654_,15.32
_1429_,15.28
_2029_,15.28
dmem_be_o[1],15.27
_1546_,15.26
i_exec_stage.data_fwd_o\[27\],15.26
_1589_,15.24
_2142_,15.24
i_decode_stage.reg_meta_o\[25\],15.24
_0734_,15.22
i_decode_stage.fetch_state_i\[49\],15.22
_0163_,15.2
_0988_,15.18
i_mem_slice_stage.mem_state_o\[69\],15.08
i_decode_stage.fetch_state_i\[43\],15.06
_1875_,15.05
dmem_rdata_i[6],15.05
net79,15.04
i_decode_stage.reg_meta_o\[66\],15.02
_1056_,14.96
_0340_,14.94
_0744_,14.94
_1294_,14.92
i_decode_stage.fetch_state_i\[38\],14.92
_0870_,14.88
_1743_,14.88
i_decode_stage.reg_meta_o\[58\],14.88
_0429_,14.86
_0891_,14.86
dmem_addr_o[23],14.83
_1078_,14.8
i_decode_stage.fetch_state_i\[10\],14.78
_0313_,14.76
_1383_,14.76
_0597_,14.74
dmem_rdata_i[17],14.73
_1173_,14.645
i_decode_stage.decode_state_o\[67\],14.62
_1586_,14.6
i_mem_slice_stage.mem_state_o\[86\],14.6
rf_rs1_i[30],14.59
rf_rs2_i[21],14.59
rf_rs1_i[31],14.57
_1819_,14.565
_1239_,14.56
i_decode_stage.reg_meta_o\[26\],14.56
_1756_,14.5
dmem_rdata_i[0],14.47
dmem_rdata_i[24],14.47
dmem_rdata_i[4],14.47
_1781_,14.42
_1966_,14.42
_1434_,14.38
_1170_,14.34
i_decode_stage.reg_meta_o\[30\],14.34
_1167_,14.32
_0558_,14.3
_1026_,14.3
_0948_,14.28
_1347_,14.28
dmem_addr_o[20],14.27
dmem_wdata_o[15],14.27
net27,14.24
_0361_,14.22
i_decode_stage.fetch_state_i\[25\],14.22
_2089_,14.14
i_exec_stage.data_fwd_o\[5\],14.14
net5,14.14
dmem_rdata_i[11],14.13
_0947_,14.12
_1525_,14.1
net129,14.08
net96,14.02
rf_rs1_i[8],14.01
_0909_,14
_1244_,14
i_decode_stage.decode_state_o\[16\],13.96
i_decode_stage.reg_meta_o\[33\],13.96
i_mem_slice_stage.pre_data\[0\],13.96
_2177_,13.92
dmem_addr_o[21],13.91
rf_wr_data_o[14],13.91
_1727_,13.9
dmem_wdata_o[24],13.89
_1047_,13.88
_1122_,13.88
_1402_,13.88
i_mem_slice_stage.mem_state_o\[62\],13.88
_0469_,13.84
_2035_,13.84
i_decode_stage.decode_state_o\[31\],13.84
_2137_,13.8
net164,13.8
dmem_wdata_o[12],13.79
_1045_,13.78
i_decode_stage.fetch_state_i\[59\],13.78
_1553_,13.74
_1832_,13.73
_1278_,13.72
_0819_,13.69
i_exec_stage.data_fwd_o\[22\],13.68
_1565_,13.66
_1633_,13.66
_0827_,13.64
_2302_,13.64
i_mem_slice_stage.mem_state_o\[44\],13.64
i_mem_slice_stage.mem_state_o\[83\],13.62
net56,13.62
_1899_,13.605
_2087_,13.585
i_decode_stage.decode_state_o\[34\],13.58
rf_rs1_i[0],13.57
_1561_,13.56
i_mem_slice_stage.mem_state_o\[0\],13.56
dmem_addr_o[16],13.55
_1866_,13.52
i_decode_stage.decode_state_o\[17\],13.52
dmem_rdata_i[30],13.51
_0609_,13.5
_1059_,13.5
_1463_,13.5
_2134_,13.5
_2147_,13.5
_0614_,13.48
_1877_,13.45
_0643_,13.42
_1359_,13.395
i_decode_stage.fetch_state_i\[20\],13.38
i_decode_stage.fetch_state_i\[4\],13.38
dmem_we_o,13.35
rf_rs1_i[3],13.33
rf_rs2_i[27],13.33
_0835_,13.32
i_decode_stage.reg_meta_o\[15\],13.32
_1076_,13.26
_1552_,13.26
rf_rs1_i[13],13.21
rf_rs1_i[21],13.21
rf_rs2_i[28],13.21
rf_rs2_i[29],13.21
_1850_,13.2
i_decode_stage.fetch_state_i\[50\],13.12
rf_wr_data_o[30],13.11
_2097_,13.095
_0315_,13.08
_1669_,13.08
_1401_,13.04
i_decode_stage.decode_state_o\[12\],13.04
_1634_,13.02
_0696_,13
_1214_,13
_1581_,13
dmem_rdata_i[3],12.99
_1169_,12.97
_0623_,12.96
i_mem_slice_stage.mem_state_o\[53\],12.96
i_decode_stage.decode_state_o\[33\],12.94
_0321_,12.92
_1671_,12.88
_0705_,12.86
_0714_,12.86
_1621_,12.82
_1873_,12.82
_0308_,12.8
_0951_,12.8
dmem_rdata_i[16],12.79
dmem_rdata_i[8],12.79
_0487_,12.78
dmem_rdata_i[10],12.75
_0839_,12.7
_1414_,12.7
_1776_,12.66
i_decode_stage.decode_state_o\[25\],12.66
rf_rs1_i[12],12.65
_1283_,12.64
dmem_wdata_o[9],12.63
i_exec_stage.data_fwd_o\[36\],12.62
_1650_,12.6
_1594_,12.58
_1822_,12.58
_2158_,12.58
i_decode_stage.reg_meta_o\[68\],12.58
_1070_,12.56
_2074_,12.56
i_fwd_unit.mem_stage_i\[0\],12.56
_1101_,12.54
i_decode_stage.fetch_state_i\[26\],12.52
rf_rs2_i[9],12.51
_2216_,12.5
_0213_,12.485
_0946_,12.48
_1290_,12.48
_2338_,12.48
dmem_rdata_i[20],12.47
_1006_,12.46
_0806_,12.45
_1466_,12.44
_2165_,12.44
dmem_rdata_i[9],12.43
_0007_,12.42
i_decode_stage.fetch_state_i\[35\],12.42
_0088_,12.36
_1093_,12.36
_1635_,12.36
_1908_,12.34
rf_wr_data_o[15],12.29
i_mem_slice_stage.pre_data\[16\],12.28
_1420_,12.26
_0901_,12.24
_1286_,12.22
net88,12.2
dmem_wdata_o[0],12.19
_1718_,12.18
_2021_,12.17
_0688_,12.14
_1890_,12.12
dmem_addr_o[15],12.11
dmem_be_o[2],12.11
dmem_wdata_o[28],12.11
rf_wr_data_o[16],12.09
_0385_,12.08
_0824_,12.08
_0588_,12.04
_1193_,12.04
_1614_,12.04
net172,12.04
_0756_,11.98
_0995_,11.96
i_exec_stage.data_fwd_o\[19\],11.96
_0049_,11.94
net89,11.94
dmem_wdata_o[22],11.91
_2235_,11.88
dmem_wdata_o[26],11.87
dmem_addr_o[10],11.85
_0538_,11.84
_1090_,11.84
i_decode_stage.fetch_state_i\[61\],11.84
_0821_,11.8
i_decode_stage.fetch_state_i\[28\],11.8
_0365_,11.78
_0900_,11.78
i_decode_stage.reg_meta_o\[62\],11.78
rst_ni,11.78
dmem_rdata_i[19],11.77
dmem_rdata_i[27],11.77
_0367_,11.765
_1057_,11.76
net180,11.72
_0226_,11.7
_0886_,11.7
_1080_,11.68
_0570_,11.66
_1264_,11.66
_2209_,11.64
_1681_,11.62
dmem_wdata_o[18],11.61
rf_wr_data_o[27],11.61
_1843_,11.6
_1527_,11.56
i_exec_stage.data_fwd_o\[24\],11.56
i_exec_stage.reg_meta_o\[4\],11.56
_1366_,11.54
_1814_,11.54
i_exec_stage.data_fwd_o\[20\],11.54
net181,11.54
i_decode_stage.fetch_state_i\[23\],11.52
dmem_rdata_i[21],11.51
_0850_,11.5
net107,11.5
net394,11.5
net398,11.5
_1268_,11.48
i_decode_stage.fetch_state_i\[41\],11.48
i_exec_stage.exec_state_o\[36\],11.48
dmem_rdata_i[29],11.43
_0934_,11.42
net3,11.42
dmem_rdata_i[28],11.41
_1044_,11.38
_1310_,11.36
i_exec_stage.exec_state_o\[35\],11.36
_1160_,11.3
dmem_addr_o[26],11.27
dmem_wdata_o[13],11.27
rf_wr_data_o[28],11.27
_2143_,11.26
_0668_,11.24
i_decode_stage.reg_meta_o\[72\],11.24
dmem_addr_o[25],11.23
dmem_wdata_o[16],11.23
_1831_,11.225
_0635_,11.2
dmem_addr_o[27],11.19
dmem_addr_o[31],11.19
dmem_wdata_o[14],11.19
dmem_wdata_o[20],11.19
dmem_wdata_o[8],11.19
_1024_,11.18
_1013_,11.16
_1388_,11.16
_1432_,11.16
_2036_,11.16
i_decode_stage.decode_state_o\[30\],11.16
net67,11.16
_1469_,11.14
_1641_,11.14
_1656_,11.14
_1880_,11.12
i_decode_stage.fetch_state_i\[18\],11.12
_0708_,11.06
rf_rs1_i[24],11.05
rf_rs2_i[8],11.05
i_decode_stage.decode_state_o\[27\],11.04
net339,11.04
_2335_,11
rf_wr_data_o[19],10.99
_1219_,10.98
net179,10.98
dmem_rdata_i[25],10.97
_1138_,10.96
_1308_,10.96
_0069_,10.94
_0279_,10.905
i_decode_stage.reg_meta_o\[32\],10.9
i_mem_slice_stage.mem_state_o\[87\],10.9
_1114_,10.86
_2152_,10.86
_2324_,10.86
i_decode_stage.fetch_state_i\[60\],10.86
i_decode_stage.fetch_state_i\[63\],10.86
_2034_,10.82
i_exec_stage.data_fwd_o\[26\],10.82
net92,10.82
_2099_,10.805
_0613_,10.8
_1274_,10.8
_1760_,10.8
dmem_be_o[3],10.79
dmem_wdata_o[5],10.79
rf_wr_data_o[12],10.79
_1848_,10.78
_2071_,10.78
_2172_,10.78
i_mem_slice_stage.pre_data\[17\],10.78
_0899_,10.76
i_mem_slice_stage.mem_state_o\[68\],10.76
dmem_wdata_o[19],10.75
dmem_wdata_o[31],10.75
_1895_,10.74
_2192_,10.74
i_decode_stage.fetch_state_i\[21\],10.74
i_decode_stage.fetch_state_i\[29\],10.74
i_decode_stage.decode_state_o\[242\],10.72
_0785_,10.7
i_exec_stage.exec_state_o\[17\],10.7
_1007_,10.68
_1951_,10.68
_0323_,10.66
dmem_addr_o[22],10.63
rf_rs2_i[5],10.63
i_exec_stage.data_fwd_o\[31\],10.62
i_fwd_unit.mem_stage_i\[39\],10.62
net374,10.62
_1868_,10.6
_0518_,10.58
_0822_,10.54
_1448_,10.54
_1662_,10.54
_0420_,10.51
_1305_,10.5
i_exec_stage.data_fwd_o\[7\],10.5
i_mem_slice_stage.mem_state_o\[82\],10.48
_0273_,10.475
dmem_rdata_i[23],10.47
rf_rs1_i[14],10.47
rf_rs1_i[22],10.47
_1920_,10.46
dmem_rdata_i[22],10.45
rf_rs2_i[17],10.45
_1189_,10.44
i_decode_stage.reg_meta_o\[21\],10.44
net163,10.44
_2103_,10.42
_0807_,10.38
_0963_,10.38
_1000_,10.36
i_decode_stage.decode_state_o\[19\],10.36
net369,10.36
dmem_wdata_o[25],10.35
_1911_,10.34
_2110_,10.34
_2010_,10.32
_2316_,10.32
_2317_,10.32
rf_rs1_i[19],10.29
_1472_,10.28
_1755_,10.28
i_decode_stage.decode_state_o\[26\],10.28
i_mem_slice_stage.mem_state_o\[58\],10.28
net386,10.28
_0820_,10.26
dmem_addr_o[28],10.25
rf_rs1_i[9],10.25
_2240_,10.24
_2332_,10.225
dmem_addr_o[30],10.21
_1945_,10.2
_1178_,10.18
_1301_,10.18
net127,10.14
rf_rs2_i[0],10.13
_0871_,10.12
_1595_,10.12
_1474_,10.1
net78,10.1
net412,10.1
dmem_rdata_i[31],10.09
rf_rs1_i[25],10.09
_1015_,10.06
_0657_,10.04
_0715_,10.02
_0165_,10
net83,10
net113,9.98
i_decode_stage.reg_meta_o\[31\],9.96
_0513_,9.94
_1240_,9.94
_2051_,9.94
_0434_,9.9
net120,9.9
_1642_,9.88
dmem_addr_o[29],9.87
_0035_,9.86
_1620_,9.86
_1686_,9.86
_0625_,9.82
_1788_,9.82
_1844_,9.82
_1983_,9.82
_0277_,9.805
_1861_,9.79
_0502_,9.78
_1740_,9.78
i_exec_stage.exec_state_o\[15\],9.78
_0894_,9.76
_1405_,9.76
dmem_wdata_o[11],9.75
rf_rs2_i[3],9.75
net346,9.74
rf_rs2_i[4],9.73
_0882_,9.72
_1464_,9.72
_1798_,9.72
net402,9.7
_1477_,9.68
i_decode_stage.fetch_state_i\[36\],9.68
rf_rs1_i[4],9.67
_0050_,9.64
_0063_,9.6
_0610_,9.58
i_decode_stage.decode_state_o\[21\],9.56
_2211_,9.52
net379,9.52
_1771_,9.48
_0501_,9.46
_1421_,9.46
net375,9.46
_0052_,9.44
rf_wr_data_o[29],9.43
rf_rs1_i[17],9.41
i_decode_stage.decode_state_o\[6\],9.4
net377,9.4
dmem_addr_o[7],9.39
rf_rs1_i[18],9.39
rf_rs1_i[26],9.39
_0441_,9.38
_0791_,9.38
rf_rs1_i[27],9.37
_0472_,9.36
_2212_,9.36
_1901_,9.34
dmem_addr_o[12],9.33
rf_rs1_i[6],9.31
_2107_,9.285
_1297_,9.28
i_mem_slice_stage.mem_state_o\[28\],9.26
_0761_,9.24
_0944_,9.24
i_decode_stage.fetch_state_i\[22\],9.24
net403,9.225
net335,9.19
_1645_,9.18
_1858_,9.16
rf_wr_data_o[20],9.15
i_decode_stage.reg_meta_o\[71\],9.14
_1069_,9.12
_1272_,9.12
_1273_,9.12
_1468_,9.12
_1062_,9.1
i_decode_stage.decode_state_o\[15\],9.1
i_decode_stage.decode_state_o\[35\],9.1
rf_rs2_i[10],9.09
_0432_,9.08
_0536_,9.08
_1324_,9.04
_1779_,9.04
i_decode_stage.decode_state_o\[37\],9.04
rf_wr_en_o,9.03
_0360_,9.02
_2233_,9.02
i_decode_stage.fetch_state_i\[1\],9.02
i_decode_stage.fetch_state_i\[47\],9.02
i_exec_stage.exec_state_o\[21\],9.02
net378,9.02
_0026_,9
_0314_,9
_0836_,9
_0930_,9
net176,9
_1830_,8.995
_0483_,8.98
_0581_,8.98
_1303_,8.96
_1211_,8.94
_1749_,8.94
_2016_,8.94
_1233_,8.92
_1872_,8.92
_1811_,8.915
_1445_,8.9
_1531_,8.9
i_mem_slice_stage.mem_state_o\[52\],8.9
_0398_,8.88
net382,8.865
_1049_,8.86
_2241_,8.86
_0301_,8.845
_2127_,8.83
_0471_,8.82
_1805_,8.82
_2222_,8.82
_1863_,8.8
_1797_,8.78
net45,8.76
dmem_addr_o[6],8.75
_0093_,8.745
net385,8.74
_0704_,8.7
_0940_,8.7
_1052_,8.7
_1242_,8.7
_1295_,8.7
_1355_,8.665
_0348_,8.66
_0950_,8.66
i_decode_stage.decode_state_o\[64\],8.66
_0659_,8.56
_0760_,8.56
_1786_,8.56
_1824_,8.52
_1949_,8.52
_1988_,8.52
dmem_wdata_o[30],8.51
_0687_,8.48
_2168_,8.48
net389,8.48
dmem_addr_o[13],8.47
dmem_wdata_o[4],8.47
dmem_wdata_o[6],8.47
_2141_,8.46
_0003_,8.445
_0010_,8.44
_1570_,8.44
_1994_,8.44
_2237_,8.44
i_exec_stage.data_fwd_o\[8\],8.44
i_exec_stage.exec_state_o\[63\],8.44
_1893_,8.425
_1343_,8.42
rf_rs2_i[1],8.41
_0005_,8.4
_0777_,8.4
_2138_,8.4
dmem_addr_o[17],8.39
rf_rs2_i[22],8.39
net91,8.38
_1852_,8.37
rf_rs2_i[23],8.37
i_exec_stage.exec_state_o\[66\],8.36
rf_rs1_i[16],8.35
rf_rs1_i[28],8.35
rf_rs2_i[16],8.35
rf_rs2_i[24],8.35
_0275_,8.34
_1661_,8.34
_1842_,8.34
i_decode_stage.reg_meta_o\[63\],8.34
_1079_,8.3
_0400_,8.25
_0223_,8.22
_0641_,8.2
_0818_,8.2
_1496_,8.2
_0021_,8.195
_1428_,8.16
net99,8.16
imem_rdata_i[4],8.15
_0607_,8.14
_1363_,8.14
_1606_,8.14
_1612_,8.14
net197,8.14
_1266_,8.12
_1691_,8.12
_1252_,8.1
_1361_,8.1
_1846_,8.1
_1064_,8.08
rf_rs1_i[15],8.07
rf_wr_data_o[6],8.07
_0895_,8.06
_1430_,8.06
_1701_,8.06
_2214_,8.06
i_exec_stage.exec_state_o\[24\],8.06
rf_rs2_i[12],8.05
rf_rs2_i[13],8.03
_0395_,8.02
_1248_,8.02
_1783_,8.02
i_exec_stage.exec_state_o\[59\],8.02
rf_rs1_i[10],8.01
rf_rs1_i[2],8.01
rf_rs2_i[14],8.01
rf_rs2_i[2],8.01
rf_rs2_i[6],8.01
_1804_,8.005
_1821_,7.995
_0206_,7.98
_1089_,7.98
_1180_,7.98
_1818_,7.98
_1973_,7.98
_2276_,7.98
_2315_,7.98
i_decode_stage.decode_state_o\[38\],7.98
i_decode_stage.decode_state_o\[39\],7.98
i_exec_stage.exec_state_o\[55\],7.98
net298,7.95
_1164_,7.94
_1624_,7.94
_2339_,7.94
i_decode_stage.fetch_state_i\[30\],7.92
_0887_,7.9
_2257_,7.9
net12,7.9
_1693_,7.88
_1841_,7.88
_1608_,7.86
_1933_,7.86
i_decode_stage.fetch_state_i\[12\],7.86
i_exec_stage.exec_state_o\[53\],7.84
_0305_,7.82
imem_addr_o[30],7.81
_1387_,7.8
rf_wr_data_o[17],7.79
rf_wr_data_o[25],7.79
_1587_,7.76
_1602_,7.755
_1232_,7.74
_1536_,7.74
_1719_,7.74
_1870_,7.74
_2337_,7.74
net34,7.74
rf_rs2_i[18],7.71
_1764_,7.695
imem_rdata_i[0],7.69
imem_rdata_i[12],7.69
imem_rdata_i[16],7.69
imem_rdata_i[20],7.69
imem_rdata_i[24],7.69
imem_rdata_i[28],7.69
imem_rdata_i[8],7.69
_1907_,7.68
_1972_,7.68
_2273_,7.68
i_exec_stage.exec_state_o\[69\],7.68
i_mem_slice_stage.mem_state_o\[3\],7.68
i_mem_slice_stage.mem_state_o\[46\],7.68
_1075_,7.66
_1530_,7.66
_2264_,7.66
_0048_,7.64
_0070_,7.64
_0520_,7.64
_0637_,7.64
_1256_,7.64
_1542_,7.64
_2213_,7.64
i_exec_stage.data_fwd_o\[10\],7.64
i_exec_stage.exec_state_o\[23\],7.64
i_exec_stage.exec_state_o\[26\],7.64
i_mem_slice_stage.pre_data\[15\],7.64
net74,7.64
_0151_,7.62
_1202_,7.62
_0362_,7.6
_1502_,7.6
_1742_,7.6
_1944_,7.6
i_mem_slice_stage.mem_state_o\[1\],7.6
dmem_addr_o[11],7.59
_1260_,7.58
_1825_,7.565
_0066_,7.56
_1859_,7.56
_2161_,7.56
_0024_,7.525
_0627_,7.52
_0750_,7.52
_1891_,7.52
_2278_,7.52
i_exec_stage.exec_state_o\[44\],7.52
_1660_,7.5
_0373_,7.48
_0412_,7.48
_0482_,7.48
_0574_,7.48
_1723_,7.46
_0211_,7.44
_0923_,7.44
_0830_,7.42
_0859_,7.42
i_mem_slice_stage.mem_state_o\[30\],7.42
_1285_,7.4
_2020_,7.4
net390,7.36
net337,7.35
_1695_,7.34
_2114_,7.34
_0684_,7.32
_0939_,7.32
_0002_,7.3
net162,7.3
_1200_,7.29
net349,7.285
_1203_,7.26
i_mem_slice_stage.mem_state_o\[88\],7.26
_1419_,7.22
_2266_,7.22
_0485_,7.2
_0804_,7.2
_0856_,7.2
_2022_,7.2
_0246_,7.18
i_decode_stage.decode_state_o\[117\],7.18
rf_port1_reg_o[4],7.15
_0082_,7.14
_2008_,7.14
_2186_,7.14
imem_addr_o[10],7.13
imem_addr_o[14],7.13
imem_addr_o[18],7.13
imem_addr_o[22],7.13
imem_addr_o[26],7.13
imem_addr_o[2],7.13
imem_addr_o[6],7.13
_1147_,7.12
_0401_,7.1
_0562_,7.1
_1039_,7.1
_1229_,7.1
_1524_,7.1
_1739_,7.1
_2169_,7.1
i_decode_stage.reg_meta_o\[24\],7.1
_0431_,7.08
_1482_,7.08
net165,7.08
_1021_,7.06
_1532_,7.06
_1715_,7.06
_1853_,7.06
i_decode_stage.decode_state_o\[10\],7.06
i_exec_stage.exec_state_o\[11\],7.06
dmem_wdata_o[21],7.03
dmem_wdata_o[10],7.01
_0673_,7
_1271_,7
_1674_,7
rf_rs1_i[11],6.99
rf_rs1_i[23],6.99
rf_rs1_i[7],6.99
rf_rs2_i[11],6.99
rf_rs2_i[7],6.99
_1684_,6.98
_0486_,6.96
_2106_,6.94
i_decode_stage.decode_state_o\[11\],6.94
_1484_,6.9
net396,6.9
i_decode_stage.reg_meta_o\[19\],6.88
net360,6.88
i_decode_stage.decode_state_o\[36\],6.86
_0086_,6.84
_0204_,6.84
_1091_,6.82
_1465_,6.82
_2334_,6.82
_1457_,6.815
imem_rdata_i[27],6.79
imem_rdata_i[31],6.79
imem_rdata_i[3],6.79
_0212_,6.78
_1549_,6.78
_1728_,6.78
_1835_,6.78
dmem_rdata_i[26],6.77
_0114_,6.76
_0872_,6.76
_1745_,6.76
_1958_,6.76
_2294_,6.76
_2312_,6.76
_2326_,6.76
net235,6.76
_0185_,6.74
_1067_,6.74
_0012_,6.72
_0041_,6.72
_0102_,6.72
_1031_,6.72
_1473_,6.72
_1510_,6.72
_1881_,6.72
_1053_,6.7
_2058_,6.7
i_mem_slice_stage.mem_state_o\[45\],6.7
_1131_,6.67
net301,6.67
net305,6.67
net317,6.67
net321,6.67
net325,6.67
net329,6.67
net333,6.67
net309,6.67
net313,6.67
_1757_,6.66
_1860_,6.66
_2247_,6.66
rf_rs2_i[25],6.65
_2102_,6.64
_2252_,6.64
_2263_,6.64
i_exec_stage.exec_state_o\[27\],6.64
net392,6.64
_0992_,6.6
_1082_,6.6
_1099_,6.6
_1442_,6.6
_2299_,6.6
i_exec_stage.exec_state_o\[22\],6.6
_1697_,6.58
_2190_,6.58
_1327_,6.575
dmem_addr_o[4],6.57
rf_wr_data_o[11],6.57
_0091_,6.565
imem_rdata_i[6],6.55
imem_rvalid_i,6.55
_0193_,6.52
_1993_,6.52
i_exec_stage.exec_state_o\[64\],6.52
_1162_,6.515
_0848_,6.5
_0780_,6.48
_2119_,6.48
imem_addr_o[5],6.45
