net,length_um
_1174_,6.44
_1721_,6.44
net303,6.43
imem_rdata_i[10],6.43
imem_rdata_i[14],6.43
imem_rdata_i[18],6.43
imem_rdata_i[22],6.43
imem_rdata_i[26],6.43
imem_rdata_i[2],6.43
imem_rdata_i[30],6.43
net315,6.43
net319,6.43
net323,6.43
net327,6.43
net331,6.43
net307,6.43
_0074_,6.42
_0798_,6.4
_1876_,6.4
_2059_,6.4
i_exec_stage.data_fwd_o\[38\],6.38
net384,6.38
_1679_,6.33
imem_rdata_i[11],6.33
imem_rdata_i[15],6.33
imem_rdata_i[19],6.33
imem_rdata_i[23],6.33
imem_rdata_i[7],6.33
_1617_,6.32
_0057_,6.3
_0407_,6.3
_1485_,6.3
_1493_,6.3
_1886_,6.3
_2261_,6.3
i_mem_slice_stage.pre_data\[30\],6.3
net353,6.3
net368,6.3
_1817_,6.285
_1823_,6.285
_0717_,6.28
_1077_,6.28
_1165_,6.28
_1605_,6.28
_0517_,6.26
_0912_,6.26
_1118_,6.26
_1121_,6.26
_1551_,6.26
_1865_,6.26
_1947_,6.26
_2015_,6.26
_2175_,6.26
net350,6.26
rf_port1_reg_o[0],6.23
rf_port1_reg_o[2],6.23
rf_port2_reg_o[1],6.23
rf_port2_reg_o[3],6.23
rf_wr_data_o[1],6.23
rf_wr_data_o[3],6.23
rf_wr_data_o[7],6.23
rf_wr_data_o[9],6.23
rf_wr_reg_o[0],6.23
rf_wr_reg_o[2],6.23
rf_wr_reg_o[4],6.23
_0295_,6.225
imem_addr_o[0],6.21
imem_addr_o[12],6.21
imem_addr_o[16],6.21
imem_addr_o[24],6.21
imem_addr_o[28],6.21
imem_addr_o[4],6.21
imem_addr_o[8],6.21
_1582_,6.2
_2201_,6.2
_0571_,6.18
_1894_,6.18
_2149_,6.18
_2331_,6.18
_1334_,6.16
_0205_,6.14
_0331_,6.14
_0342_,6.14
_0388_,6.14
_0906_,6.14
_1339_,6.14
_1503_,6.14
_1952_,6.14
_2236_,6.14
_2246_,6.14
_2277_,6.14
i_exec_stage.exec_state_o\[25\],6.14
i_exec_stage.exec_state_o\[62\],6.14
_0011_,6.105
_0096_,6.06
_1155_,6.06
_1452_,6.06
_1085_,6.03
_2066_,6.02
i_exec_stage.exec_state_o\[45\],6.02
net316,5.99
net408,5.98
net299,5.97
_0208_,5.96
_0232_,5.96
_1568_,5.96
i_mem_slice_stage.mem_state_o\[39\],5.96
net32,5.96
_1408_,5.94
_1517_,5.94
_2050_,5.94
_1058_,5.92
_1922_,5.92
net391,5.92
_0690_,5.86
_1151_,5.86
_1584_,5.86
_1896_,5.86
_0191_,5.84
_0195_,5.84
_0953_,5.84
_1117_,5.84
_1597_,5.84
_2290_,5.84
i_decode_stage.decode_state_o\[14\],5.84
i_exec_stage.exec_state_o\[42\],5.84
i_exec_stage.exec_state_o\[61\],5.84
i_exec_stage.exec_state_o\[6\],5.84
i_mem_slice_stage.pre_data\[31\],5.84
_1418_,5.82
_0173_,5.8
_0238_,5.8
_0256_,5.8
_0905_,5.8
_1698_,5.8
_2001_,5.8
_2199_,5.8
_2309_,5.8
i_exec_stage.exec_state_o\[13\],5.8
imem_addr_o[13],5.77
imem_addr_o[17],5.77
imem_addr_o[1],5.77
imem_addr_o[21],5.77
imem_addr_o[25],5.77
imem_addr_o[29],5.77
imem_addr_o[9],5.77
dmem_addr_o[3],5.75
_2220_,5.74
_0046_,5.72
_2122_,5.72
_2173_,5.72
_2310_,5.72
_2313_,5.72
i_exec_stage.exec_state_o\[65\],5.72
i_mem_slice_stage.pre_data\[26\],5.72
_0437_,5.68
_0499_,5.68
_1033_,5.68
_1513_,5.68
_1543_,5.68
_1767_,5.68
_1847_,5.68
_1971_,5.68
_1990_,5.68
_1999_,5.68
_2146_,5.68
_2203_,5.68
_2224_,5.68
_2251_,5.68
_2288_,5.68
_2296_,5.68
_2297_,5.68
_2328_,5.68
rf_rs2_i[19],5.65
net343,5.645
rf_rs2_i[26],5.63
rf_rs2_i[30],5.63
_1113_,5.62
_1124_,5.61
_2285_,5.6
i_mem_slice_stage.mem_state_o\[23\],5.58
_0445_,5.56
_1658_,5.52
i_mem_slice_stage.mem_state_o\[31\],5.52
net363,5.52
net364,5.52
_0176_,5.5
_1314_,5.5
i_mem_slice_stage.mem_state_o\[59\],5.5
net28,5.5
_1265_,5.48
_0030_,5.46
_0107_,5.46
_0202_,5.46
_0216_,5.46
_1910_,5.44
_1729_,5.42
net326,5.41
_0144_,5.38
_0178_,5.38
_0209_,5.38
_0262_,5.38
_0997_,5.38
_1102_,5.38
_1447_,5.38
_2009_,5.38
_2205_,5.38
_2318_,5.38
i_mem_slice_stage.mem_state_o\[70\],5.38
i_mem_slice_stage.pre_data\[28\],5.38
_0557_,5.36
_1055_,5.36
_1226_,5.36
_0576_,5.34
_1399_,5.34
_1611_,5.34
_1652_,5.34
_1882_,5.34
_1953_,5.34
_1989_,5.34
_2092_,5.34
_2164_,5.34
_2204_,5.34
_2238_,5.34
_2260_,5.34
_2292_,5.34
_2293_,5.34
_2329_,5.34
i_exec_stage.exec_state_o\[14\],5.34
net300,5.31
net304,5.31
net320,5.31
net324,5.31
net328,5.31
net332,5.31
net308,5.31
net312,5.31
rf_rs1_i[20],5.29
rf_rs2_i[20],5.29
_0375_,5.26
_0702_,5.26
_1263_,5.26
_1292_,5.26
_1490_,5.26
_2052_,5.26
_2267_,5.26
i_exec_stage.exec_state_o\[31\],5.26
i_mem_slice_stage.mem_state_o\[43\],5.26
_1386_,5.24
_1855_,5.24
net340,5.225
_0389_,5.22
_0390_,5.22
_0531_,5.22
_0885_,5.22
_1209_,5.22
_1372_,5.22
_1569_,5.22
_1646_,5.22
_1680_,5.22
_1758_,5.22
_1962_,5.22
_1977_,5.22
_2002_,5.22
_2026_,5.22
_2174_,5.22
_2217_,5.22
_2298_,5.22
imem_gnt_i,5.19
imem_rdata_i[13],5.19
imem_rdata_i[29],5.19
imem_rdata_i[5],5.19
rf_wr_data_o[5],5.19
_0303_,5.185
_1318_,5.16
_0215_,5.14
_1616_,5.14
_1126_,5.12
_1352_,5.12
_1618_,5.12
_1887_,5.12
i_mem_slice_stage.mem_state_o\[40\],5.12
imem_addr_o[27],5.07
net302,5.07
imem_rdata_i[17],5.07
imem_rdata_i[1],5.07
imem_rdata_i[21],5.07
imem_rdata_i[25],5.07
imem_rdata_i[9],5.07
net318,5.07
net322,5.07
net306,5.07
net330,5.07
net334,5.07
net310,5.07
net314,5.07
rf_wr_data_o[0],5.07
rf_wr_data_o[13],5.07
rf_wr_data_o[31],5.07
_0235_,5.06
_1539_,5.06
_1941_,5.06
net338,5.06
net342,5.06
net357,5.06
net367,5.06
net393,5.06
_1547_,5.04
_1854_,5.04
_1889_,5.04
_1537_,5.03
_1799_,5.03
_1063_,5.02
_1403_,5.02
_1470_,5.02
_0006_,5.005
_0100_,5
_0105_,5
_1673_,5
_1726_,5
dmem_addr_o[2],4.95
_0112_,4.94
_0354_,4.94
_0514_,4.94
_0697_,4.94
_0862_,4.94
_1592_,4.94
i_exec_stage.exec_state_o\[33\],4.94
_0022_,4.92
_0515_,4.92
_0629_,4.92
_1968_,4.92
_1980_,4.92
_2007_,4.92
_2219_,4.92
_2244_,4.92
_2291_,4.92
_2308_,4.92
_2325_,4.92
net366,4.92
_1139_,4.9
_1241_,4.9
_1494_,4.9
_2327_,4.9
_0356_,4.88
_0463_,4.88
_0639_,4.88
_0907_,4.88
_1237_,4.88
_1389_,4.88
_1451_,4.88
_1672_,4.88
_1748_,4.88
_1761_,4.88
_1912_,4.88
_1925_,4.88
_2017_,4.88
_2027_,4.88
_2038_,4.88
_2132_,4.88
_2187_,4.88
net354,4.88
imem_addr_o[11],4.85
imem_addr_o[15],4.85
imem_addr_o[19],4.85
imem_addr_o[23],4.85
imem_addr_o[31],4.85
imem_addr_o[3],4.85
imem_addr_o[7],4.85
_0350_,4.82
_0569_,4.82
_1104_,4.82
_1955_,4.82
_1976_,4.82
_1986_,4.82
_0072_,4.8
_1221_,4.8
_1636_,4.8
_1711_,4.8
_1997_,4.8
_2115_,4.8
_2232_,4.8
_2268_,4.8
i_mem_slice_stage.mem_state_o\[67\],4.8
net351,4.8
_0921_,4.78
i_exec_stage.exec_state_o\[32\],4.78
_0823_,4.76
_1116_,4.76
_1410_,4.76
_1443_,4.76
_1700_,4.76
_2040_,4.76
_2104_,4.76
_2130_,4.76
_2272_,4.76
i_mem_slice_stage.mem_state_o\[54\],4.76
rf_port1_reg_o[3],4.73
rf_port2_reg_o[2],4.73
rf_wr_data_o[4],4.73
rf_wr_data_o[8],4.73
rf_wr_reg_o[1],4.73
_0642_,4.7
net104,4.7
_0051_,4.68
_0098_,4.68
_0585_,4.68
_0980_,4.68
_2185_,4.68
_2188_,4.68
net80,4.66
_1190_,4.6
_1344_,4.6
_1512_,4.6
_1717_,4.6
_0146_,4.58
_1577_,4.58
_1643_,4.58
net380,4.58
_0017_,4.56
_0169_,4.56
_0268_,4.56
_0698_,4.56
_1011_,4.56
_1705_,4.56
_1917_,4.56
net352,4.56
_0080_,4.55
_0162_,4.54
_0225_,4.54
_0711_,4.54
i_mem_slice_stage.mem_state_o\[48\],4.54
_0127_,4.48
_0550_,4.48
_1249_,4.48
_1714_,4.48
net90,4.48
net112,4.48
_1205_,4.47
_0160_,4.46
_1184_,4.46
_1483_,4.46
_1499_,4.46
_1613_,4.46
_2271_,4.46
_2275_,4.46
_2303_,4.46
i_exec_stage.exec_state_o\[12\],4.46
i_exec_stage.exec_state_o\[49\],4.46
net119,4.46
net355,4.46
net383,4.46
_0787_,4.44
_1161_,4.44
_1956_,4.44
_0300_,4.425
_0149_,4.42
_0456_,4.42
_0476_,4.42
_1946_,4.42
_2078_,4.42
_2305_,4.42
_2311_,4.42
_2330_,4.42
dmem_req_o,4.39
rf_port1_reg_o[1],4.39
rf_port2_reg_o[0],4.39
rf_port2_reg_o[4],4.39
rf_wr_data_o[10],4.39
rf_wr_data_o[2],4.39
rf_wr_reg_o[3],4.39
_0403_,4.36
_1109_,4.36
_1704_,4.36
_2072_,4.36
_2314_,4.36
_0406_,4.34
_0423_,4.34
_0723_,4.34
_1331_,4.34
_1406_,4.34
_1411_,4.34
_1752_,4.34
_2046_,4.34
_2068_,4.34
_2082_,4.34
_2181_,4.34
_2225_,4.34
i_exec_stage.exec_state_o\[47\],4.34
i_exec_stage.exec_state_o\[60\],4.34
i_exec_stage.reg_meta_o\[1\],4.34
i_mem_slice_stage.mem_state_o\[41\],4.34
i_mem_slice_stage.mem_state_o\[57\],4.34
net233,4.34
net241,4.34
_0283_,4.325
_0134_,4.32
_0477_,4.32
_1336_,4.32
_0053_,4.305
_0289_,4.295
i_mem_slice_stage.mem_state_o\[22\],4.24
i_mem_slice_stage.mem_state_o\[47\],4.24
_0129_,4.22
_1845_,4.22
_2178_,4.22
i_decode_stage.decode_state_o\[28\],4.22
_2150_,4.2
i_exec_stage.exec_state_o\[48\],4.2
_0994_,4.14
_1610_,4.14
_1904_,4.14
net397,4.14
_0025_,4.12
_0145_,4.12
_0233_,4.12
_1460_,4.12
_1753_,4.12
net348,4.12
net365,4.12
net388,4.12
_0221_,4.1
_1111_,4.1
_1878_,4.1
_2088_,4.1
i_mem_slice_stage.mem_state_o\[37\],4.1
net372,4.1
_0183_,4.08
_0410_,4.08
_0721_,4.08
_1346_,4.02
_1407_,4.02
_1505_,4.02
_1609_,4.02
_1744_,4.02
_2056_,4.02
i_exec_stage.exec_state_o\[54\],4.02
net23,4.02
_0023_,4
_0031_,4
_0043_,4
_0078_,4
_0089_,4
_0164_,4
_0214_,4
_0670_,4
_0769_,4
_1037_,4
_1132_,4
_1321_,4
_1397_,4
_1515_,4
_1585_,4
_1738_,4
_2167_,4
_2227_,4
_2245_,4
_2320_,4
i_exec_stage.exec_state_o\[51\],4
net239,4
net371,4
net373,4
net395,4
net405,4
_0863_,3.98
rf_rs2_i[31],3.93
_0274_,3.9
_0599_,3.9
_0706_,3.9
_1289_,3.9
_1906_,3.9
_2248_,3.9
_2262_,3.9
_2289_,3.9
_2301_,3.9
_0101_,3.88
_0933_,3.88
_0979_,3.88
_1385_,3.88
_1424_,3.88
_1506_,3.88
_1655_,3.88
_1978_,3.88
_1984_,3.88
_2171_,3.88
_2215_,3.88
_2243_,3.88
_2306_,3.88
i_exec_stage.exec_state_o\[37\],3.88
net232,3.88
net237,3.88
net240,3.88
_1528_,3.86
_0259_,3.845
_1857_,3.78
_2024_,3.78
i_mem_slice_stage.mem_state_o\[66\],3.78
net82,3.78
_0260_,3.76
_1172_,3.76
_1384_,3.76
_2044_,3.76
_2253_,3.76
net347,3.725
_2151_,3.72
_0199_,3.705
_0281_,3.705
_1108_,3.68
_1258_,3.68
_1276_,3.68
_0056_,3.66
_0097_,3.66
_0109_,3.66
_0115_,3.66
_0123_,3.66
_0132_,3.66
_0154_,3.66
_0228_,3.66
_0230_,3.66
_1509_,3.66
_1851_,3.66
i_mem_slice_stage.mem_state_o\[50\],3.66
_0152_,3.64
net341,3.615
_1231_,3.56
_1235_,3.56
_1378_,3.56
_1918_,3.56
_2023_,3.56
_2096_,3.56
i_exec_stage.reg_meta_o\[3\],3.56
_0015_,3.54
_0042_,3.54
_0118_,3.54
_0122_,3.54
_0153_,3.54
_0172_,3.54
_0190_,3.54
_0197_,3.54
_0198_,3.54
_0210_,3.54
_0955_,3.54
_1168_,3.54
_1262_,3.54
_1319_,3.54
_1438_,3.54
_1969_,3.54
_2155_,3.54
i_exec_stage.exec_state_o\[18\],3.54
i_exec_stage.exec_state_o\[41\],3.54
net234,3.54
net238,3.54
net358,3.54
net359,3.54
net362,3.54
_1201_,3.52
_1575_,3.52
_0287_,3.505
_1404_,3.44
_1439_,3.44
_1995_,3.44
_2176_,3.44
_2180_,3.44
_2198_,3.44
_2208_,3.44
_2279_,3.44
i_mem_slice_stage.mem_state_o\[51\],3.44
_0241_,3.42
_0999_,3.42
_1215_,3.42
_1224_,3.42
_1320_,3.42
_1342_,3.42
_1400_,3.42
_1449_,3.42
_1535_,3.42
_1765_,3.42
_1768_,3.42
_1905_,3.42
_1919_,3.42
_1963_,3.42
_1964_,3.42
_2032_,3.42
_2108_,3.42
_2194_,3.42
_2197_,3.42
_2230_,3.42
_2255_,3.42
i_exec_stage.exec_state_o\[19\],3.42
i_exec_stage.exec_state_o\[30\],3.42
i_exec_stage.exec_state_o\[9\],3.42
i_mem_slice_stage.mem_state_o\[89\],3.42
_0294_,3.405
_1659_,3.4
_2265_,3.4
_0045_,3.385
_0290_,3.385
net356,3.385
_1107_,3.32
_0113_,3.3
_1777_,3.3
net399,3.3
_0288_,3.245
_0438_,3.22
_0888_,3.22
_1495_,3.22
_1751_,3.22
_2039_,3.22
i_mem_slice_stage.mem_state_o\[60\],3.22
_0004_,3.2
_0009_,3.2
_0013_,3.2
_0020_,3.2
_0064_,3.2
_0108_,3.2
_1803_,3.2
net401,3.2
_1066_,3.19
_0179_,3.18
_0941_,3.18
_1316_,3.18
_1622_,3.18
_1696_,3.18
_1253_,3.14
_0116_,3.1
_0194_,3.1
_1747_,3.1
_1772_,3.1
_2128_,3.1
i_mem_slice_stage.mem_state_o\[49\],3.1
_1282_,3.09
_0036_,3.08
_0047_,3.08
_0060_,3.08
_0075_,3.08
_0077_,3.08
_0111_,3.08
_0166_,3.08
_0189_,3.08
_0219_,3.08
_0242_,3.08
_0254_,3.08
_0349_,3.08
_0718_,3.08
_0943_,3.08
_1005_,3.08
_1381_,3.08
_1520_,3.08
_1572_,3.08
_1593_,3.08
_1716_,3.08
_1733_,3.08
_1754_,3.08
_1770_,3.08
_2162_,3.08
_2182_,3.08
_2184_,3.08
_2202_,3.08
_2228_,3.08
_1008_,3.06
_1596_,3.06
_0000_,3.045
_1247_,2.98
_1640_,2.98
_1954_,2.98
_1992_,2.98
_2193_,2.98
_2231_,2.98
_2286_,2.98
_0027_,2.96
_0062_,2.96
_0076_,2.96
_0436_,2.96
_0522_,2.96
_0654_,2.96
_1140_,2.96
_1210_,2.96
_1220_,2.96
_1296_,2.96
_1341_,2.96
_1422_,2.96
_1427_,2.96
_1461_,2.96
_1462_,2.96
_1564_,2.96
_1630_,2.96
_1884_,2.96
_1948_,2.96
_2005_,2.96
_2094_,2.96
_2226_,2.96
_2254_,2.96
_2280_,2.96
_2300_,2.96
i_exec_stage.exec_state_o\[10\],2.96
i_exec_stage.exec_state_o\[20\],2.96
i_exec_stage.exec_state_o\[29\],2.96
i_exec_stage.valid_o,2.96
net236,2.96
net273,2.96
_0267_,2.945
_1690_,2.92
_0130_,2.86
_0298_,2.86
_1146_,2.86
_0085_,2.84
_0117_,2.84
_0646_,2.84
_1034_,2.84
_1444_,2.84
_1619_,2.84
i_mem_slice_stage.mem_state_o\[20\],2.84
net387,2.84
_0302_,2.835
_2126_,2.76
i_mem_slice_stage.mem_state_o\[63\],2.76
i_mem_slice_stage.mem_state_o\[64\],2.76
_0033_,2.74
_0061_,2.74
_0068_,2.74
_0073_,2.74
_0087_,2.74
_0124_,2.74
_0139_,2.74
_0143_,2.74
_0170_,2.74
_0174_,2.74
_0180_,2.74
_0224_,2.74
_0239_,2.74
_0243_,2.74
_0252_,2.74
_0257_,2.74
_2144_,2.74
net376,2.74
_1236_,2.72
_0272_,2.715
_0276_,2.705
_0019_,2.64
_0039_,2.64
_0054_,2.64
_0067_,2.64
_0090_,2.64
_0188_,2.64
_0207_,2.64
_0240_,2.64
_0244_,2.64
_0264_,2.64
_1269_,2.64
_1731_,2.64
i_exec_stage.exec_state_o\[58\],2.64
i_exec_stage.exec_state_o\[68\],2.64
i_mem_slice_stage.mem_state_o\[42\],2.64
_0014_,2.62
_0081_,2.62
_0104_,2.62
_0120_,2.62
_0155_,2.62
_0203_,2.62
_0229_,2.62
_0247_,2.62
_0327_,2.62
_0918_,2.62
_1038_,2.62
_1050_,2.62
_1150_,2.62
_1426_,2.62
_1471_,2.62
_1567_,2.62
_1576_,2.62
_1601_,2.62
_1724_,2.62
_1730_,2.62
_1769_,2.62
_1816_,2.62
_1836_,2.62
_1916_,2.62
_1985_,2.62
_2166_,2.62
_2283_,2.62
_2304_,2.62
_2321_,2.62
i_decode_stage.decode_state_o\[235\],2.62
net125,2.62
net400,2.62
net411,2.62
_1795_,2.61
_0269_,2.595
_1591_,2.535
_1277_,2.52
_1960_,2.52
_1961_,2.52
_1987_,2.52
_2011_,2.52
_2013_,2.52
_2120_,2.52
_2189_,2.52
_2239_,2.52
_2287_,2.52
_0253_,2.5
_0878_,2.5
_0956_,2.5
_0957_,2.5
_1307_,2.5
_1323_,2.5
_1325_,2.5
_1354_,2.5
_1514_,2.5
_1653_,2.5
_1725_,2.5
_1763_,2.5
_2054_,2.5
_2098_,2.5
_2136_,2.5
_2170_,2.5
_2200_,2.5
i_mem_slice_stage.mem_state_o\[55\],2.5
net409,2.5
_0220_,2.465
_1913_,2.41
_1689_,2.4
_1885_,2.4
_2183_,2.4
i_mem_slice_stage.mem_state_o\[65\],2.4
net404,2.38
_0266_,2.375
_0292_,2.375
_0270_,2.325
_0296_,2.325
_0119_,2.3
_1914_,2.3
_0001_,2.28
_0016_,2.28
_0034_,2.28
_0055_,2.28
_0058_,2.28
_0071_,2.28
_0083_,2.28
_0092_,2.28
_0099_,2.28
_0103_,2.28
_0231_,2.28
_1558_,2.28
_1559_,2.28
i_mem_slice_stage.mem_state_o\[56\],2.28
net345,2.28
_0271_,2.255
_0018_,2.18
_0044_,2.18
_0065_,2.18
_0106_,2.18
_0125_,2.18
_0126_,2.18
_0131_,2.18
_0133_,2.18
_0135_,2.18
_0136_,2.18
_0137_,2.18
_0142_,2.18
_0147_,2.18
_0148_,2.18
_0157_,2.18
_0159_,2.18
_0168_,2.18
_0177_,2.18
_0181_,2.18
_0184_,2.18
_0187_,2.18
_0192_,2.18
_0196_,2.18
_0236_,2.18
_0237_,2.18
_0258_,2.18
_0263_,2.18
_0555_,2.18
_0652_,2.18
_0860_,2.18
_0903_,2.18
_1046_,2.18
_1306_,2.18
i_exec_stage.exec_state_o\[39\],2.18
i_exec_stage.exec_state_o\[67\],2.18
_1368_,2.17
_0029_,2.16
_0038_,2.16
_0059_,2.16
_0138_,2.16
_0161_,2.16
_0186_,2.16
_0249_,2.16
_0250_,2.16
_0251_,2.16
_0306_,2.16
_0353_,2.16
_0433_,2.16
_0567_,2.16
_0732_,2.16
_1309_,2.16
_1380_,2.16
_1487_,2.16
_1534_,2.16
_1583_,2.16
_1631_,2.16
_1737_,2.16
_1957_,2.16
_1970_,2.16
_1974_,2.16
_2070_,2.16
_2100_,2.16
_2116_,2.16
_2195_,2.16
i_exec_stage.exec_state_o\[43\],2.16
i_mem_slice_stage.pre_data\[23\],2.16
net75,2.16
net381,2.16
_0304_,2.135
_1175_,2.095
_0293_,2.085
_0648_,2.06
_1311_,2.06
_1437_,2.06
_1883_,2.06
_1975_,2.06
_1991_,2.06
_2003_,2.06
_2006_,2.06
_2018_,2.06
_2210_,2.06
_2223_,2.06
_2229_,2.06
_2249_,2.06
_2250_,2.06
_2269_,2.06
_2274_,2.06
_2284_,2.06
_0094_,2.04
_0182_,2.04
_0351_,2.04
_0383_,2.04
_0443_,2.04
_0602_,2.04
_0745_,2.04
_1166_,2.04
_1337_,2.04
_1345_,2.04
_1353_,2.04
_1682_,2.04
_1856_,2.04
_1909_,2.04
_2191_,2.04
_2206_,2.04
_2307_,2.04
_2322_,2.04
_0286_,2.025
_0291_,2.025
_0297_,2.025
_0245_,2.005
net361,2.005
_1467_,1.94
_0280_,1.865
_0282_,1.865
net414,1.85
_0095_,1.84
_0110_,1.84
_0227_,1.84
_1128_,1.84
_2109_,1.84
i_mem_slice_stage.mem_state_o\[61\],1.84
net344,1.84
net406,1.84
_0008_,1.82
_0032_,1.82
_0037_,1.82
_0040_,1.82
_0079_,1.82
_0084_,1.82
_0140_,1.82
_0175_,1.82
_0200_,1.82
_0201_,1.82
_0217_,1.82
_0222_,1.82
_0234_,1.82
_0255_,1.82
_0781_,1.82
_1048_,1.82
_1762_,1.82
_1773_,1.82
_1812_,1.82
_0158_,1.745
_0845_,1.72
_0937_,1.72
_1096_,1.72
_1667_,1.72
_1675_,1.72
_1746_,1.72
i_exec_stage.exec_state_o\[16\],1.72
_0141_,1.7
_1349_,1.7
_1548_,1.7
_1600_,1.7
_1639_,1.7
_1713_,1.7
_1741_,1.7
_2163_,1.7
_2196_,1.7
_2221_,1.7
i_mem_slice_stage.pre_data\[22\],1.7
_0392_,1.6
_1157_,1.6
_1959_,1.6
_1979_,1.6
_1981_,1.6
_1996_,1.6
_2000_,1.6
_2004_,1.6
_2014_,1.6
_2258_,1.6
_2259_,1.6
_2270_,1.6
_2281_,1.6
_0265_,1.575
_0278_,1.575
_0284_,1.575
_0261_,1.54
_0680_,1.48
_0783_,1.48
_1664_,1.48
_1677_,1.48
_0285_,1.405
_0299_,1.405
_0426_,1.38
_1246_,1.38
_1250_,1.38
_1500_,1.38
_1578_,1.38
_2060_,1.38
_2111_,1.38
net26,1.38
_0028_,1.36
_0121_,1.36
_0128_,1.36
_0150_,1.36
_0156_,1.36
_0167_,1.36
_0218_,1.36
_1135_,1.36
_1230_,1.36
_2121_,1.36
net370,1.36
_0974_,1.26
_1629_,1.26
_1759_,1.26
_1833_,1.26
_2076_,1.26
_2086_,1.26
_2129_,1.26
i_exec_stage.exec_state_o\[40\],1.26
_1395_,1.15
_1707_,1.15
_0719_,1.14
_1159_,1.14
_1197_,1.14
_1668_,1.14
_1950_,1.14
_1965_,1.14
_1998_,1.14
_2025_,1.14
_2156_,1.14
_2157_,1.14
_2159_,1.14
_2160_,1.14
_2218_,1.14
_2242_,1.14
_2256_,1.14
_2282_,1.14
_2295_,1.14
_2319_,1.14
_2323_,1.14
i_exec_stage.exec_state_o\[28\],1.14
i_exec_stage.exec_state_o\[70\],1.14
_1849_,1.02
_1915_,1.02
_0414_,0.92
_0595_,0.92
_1002_,0.92
_1061_,0.92
_1367_,0.92
_1651_,0.92
_1712_,0.92
_1808_,0.92
_2064_,0.92
_0808_,0.8
_1333_,0.8
_1806_,0.8
i_exec_stage.exec_state_o\[34\],0.8
i_exec_stage.exec_state_o\[38\],0.8
i_exec_stage.exec_state_o\[46\],0.8
i_exec_stage.exec_state_o\[50\],0.8
i_exec_stage.exec_state_o\[52\],0.8
i_exec_stage.reg_meta_o\[0\],0.8
i_exec_stage.reg_meta_o\[2\],0.8
_0435_,0.46
_0724_,0.46
_0890_,0.46
_1040_,0.46
_1133_,0.46
_1192_,0.46
_1213_,0.46
_1440_,0.46
_1453_,0.46
_1556_,0.46
_1625_,0.46
_1694_,0.46
_1709_,0.46
_2062_,0.46
_2080_,0.46
_2084_,0.46
